# STAR             = HIP114971
# RA(ICRS, deg)    = 349.29141
# Dec(ICRS, deg)   = 3.2822883
# pmRA  (mas/yr)   = 759.820
# pmDec (mas/yr)   = 17.7700
# parallax (mas)   = 23.6400
# Vrad  (km/s)     = -14480.0
# Vtemplate (km/s) = -43132.0
# -------------------------------------------------------------------------------------------------------------------------------------- 
#           Filename                         JD_MID               BJD_MID           RV_raw        RV_bvc     Sigma1    Sigma2    Flux   
#                                            [days]                [days]            [m/s]         [m/s]      [m/s]     [m/s]    [ADU]  
# -------------------------------------------------------------------------------------------------------------------------------------- 
s1_2019-07-12T05-24-50_ext.ooo        2458676.7269748999  2458676.7304812293     -39628.88     -14044.54     94.23      3.84   14473.2
s1_2019-07-13T00-26-07_ext.ooo        2458677.5195346000  2458677.5231083124     -39853.07     -14034.52    118.51      5.70   10838.1
s1_2019-07-13T05-23-09_ext.ooo        2458677.7258080002  2458677.7293993402     -39372.04     -14026.03    104.93      4.08   14837.2
s1_2019-07-14T00-08-43_ext.ooo        2458678.5074506998  2458678.5111078671     -39625.30     -14035.41    136.29      6.30    8156.6
s1_2019-07-14T05-16-31_ext.ooo        2458678.7212025002  2458678.7248777715     -39136.69     -14025.89     88.91      3.39   17035.6
s1_2019-07-15T00-16-40_ext.ooo        2458679.5129674999  2458679.5167088187     -39370.36     -14035.26    123.39      6.13    7864.7
s1_2019-07-15T05-14-03_ext.ooo        2458679.7194881998  2458679.7232468342     -38877.76     -14016.78    102.42      4.07   13372.5
s1_2019-07-16T00-00-45_ext.ooo        2458680.5019161999  2458680.5057394416     -39138.40     -14046.02    175.17      9.80    2949.5
s1_2019-07-16T05-33-03_ext.ooo        2458680.7326826998  2458680.7365250858     -38587.33     -14024.45    103.41      3.84   12913.2
s1_2019-07-17T00-08-51_ext.ooo        2458681.5075440998  2458681.5114498110     -38848.54     -14024.10    151.88      7.93    4605.4
s1_2019-07-17T05-16-09_ext.ooo        2458681.7209476000  2458681.7248708326     -38362.45     -14034.31     92.80      4.25   12462.6
s1_2019-07-18T00-58-26_ext.ooo        2458682.5419763001  2458682.5459659523     -38514.92     -14010.22    114.81      5.30    9862.7
s1_2019-07-18T03-45-55_ext.ooo        2458682.6582779000  2458682.6622770131     -38265.96     -14034.54     99.91      4.07   12856.8
s1_2019-07-19T05-44-55_ext.ooo        2458683.7409162000  2458683.7450019703     -37732.13     -14014.13    106.43      3.88   13969.2
s1_2019-07-21T02-21-48_ext.ooo        2458685.5998688000  2458685.6041008085     -37532.17     -14004.02    106.12      4.17   14353.7
s1_2019-07-24T05-24-56_ext.ooo        2458688.7270423998  2458688.7315128758     -36270.70     -14015.18     94.72      3.72   14490.4
s1_2019-07-26T02-28-13_ext.ooo        2458690.6043230998  2458690.6089318935     -35955.28     -13998.37    107.85      4.55   14034.8
s1_2019-07-27T05-24-39_ext.ooo        2458691.7268490000  2458691.7315387130     -35297.20     -14020.73    111.79      4.71   11270.8
s1_2019-07-27T23-53-09_ext.ooo        2458692.4966426999  2458692.5013869992     -35532.49     -14009.55    132.08      6.43    6663.8
s1_2019-07-28T05-22-18_ext.ooo        2458692.7252139002  2458692.7299744110     -34943.28     -14002.15    100.86      4.34   13088.6
s1_2019-07-29T05-23-38_ext.ooo        2458693.7261355999  2458693.7309659650     -34604.55     -14012.46    107.83      4.21   16420.3
s1_2019-07-30T01-06-26_ext.ooo        2458694.5475336001  2458694.5524203964     -34705.43     -13973.31    121.67      5.44   10513.8
s1_2019-07-30T04-03-40_ext.ooo        2458694.6706029000  2458694.6754981442     -34417.63     -14020.44    119.08      4.90   10940.8
s1_2019-07-31T01-16-21_ext.ooo        2458695.5544150998  2458695.5593700544     -34383.43     -14024.91    104.14      4.36   11534.1
s1_2019-07-31T05-53-40_ext.ooo        2458695.7470010999  2458695.7519689673     -33809.52     -13985.42    106.94      4.60   11170.7
s1_2019-07-31T23-01-52_ext.ooo        2458696.4610271999  2458696.4660423901     -34161.68     -13994.03    129.77      5.91    6752.0
s1_2019-08-01T05-37-55_ext.ooo        2458696.7360605998  2458696.7410940179     -33467.78     -13981.31     95.89      3.68   15222.9
s1_2019-08-02T05-20-15_ext.ooo        2458697.7237892998  2458697.7288869978     -33118.91     -13972.09     91.42      4.00   16380.7
s1_2019-08-03T02-28-40_ext.ooo        2458698.6046361001  2458698.6097901152     -33075.93     -13963.76     98.78      3.97   14650.6
s1_2019-08-03T05-36-22_ext.ooo        2458698.7349868999  2458698.7401491455     -32728.01     -13989.27     96.39      3.76   15520.1
s1_2019-08-04T02-24-20_ext.ooo        2458699.6016211002  2458699.6068376754     -32704.05     -13967.08     95.31      3.70   18052.2
s1_2019-08-04T05-22-48_ext.ooo        2458699.7255604002  2458699.7307846500     -32352.49     -13972.81     95.05      3.93   15122.2
s1_2019-08-05T00-21-53_ext.ooo        2458700.5165948002  2458700.5218676231     -32559.78     -13994.48     98.85      4.19   11342.3
s1_2019-08-05T05-40-42_ext.ooo        2458700.7379883002  2458700.7432746198     -31940.89     -13982.75     88.75      3.43   16664.1
s1_2019-08-06T02-27-51_ext.ooo        2458701.6040631002  2458701.6094015087     -31936.55     -13989.99     97.41      3.82   16573.5
s1_2019-08-06T05-50-47_ext.ooo        2458701.7449981999  2458701.7503449521     -31515.64     -13968.95    102.64      3.89   14568.6
s1_2019-08-07T05-19-56_ext.ooo        2458702.7235757001  2458702.7289799340     -31169.27     -13966.74     96.80      3.72   15294.7
s1_2019-08-10T02-23-55_ext.ooo        2458705.6013325001  2458705.6068983912     -30279.87     -13948.69     98.89      4.09   15965.0
s1_2019-08-11T02-21-10_ext.ooo        2458706.5994306998  2458706.6050500367     -29897.33     -13977.23     87.27      3.22   15838.5
s1_2019-08-11T05-40-56_ext.ooo        2458706.7381577999  2458706.7437844127     -29499.76     -13972.86     99.77      3.76   12988.3
s1_2019-08-12T04-54-01_ext.ooo        2458707.7055775002  2458707.7112544472     -29154.74     -13964.80     99.70      3.91   11723.6
s1_2019-08-14T05-05-32_ext.ooo        2458709.7135692001  2458709.7193464013     -28268.55     -13952.68    107.12      4.03   15632.9
s1_2019-08-15T02-25-36_ext.ooo        2458710.6025021002  2458710.6083219051     -28165.56     -13962.38     92.77      3.68   14929.2
s1_2019-08-15T04-59-17_ext.ooo        2458710.7092277999  2458710.7150526070     -27855.71     -13960.98     93.24      3.40   17053.0
s1_2019-08-15T23-21-08_ext.ooo        2458711.4744048002  2458711.4802651829     -28079.76     -13974.77    118.72      5.46    8779.6
s1_2019-08-16T04-48-58_ext.ooo        2458711.7020712001  2458711.7079420690     -27451.75     -13974.70    112.47      5.71    8877.8
s1_2019-08-17T05-01-31_ext.ooo        2458712.7107793000  2458712.7166954991     -26958.83     -13944.70    206.18     12.57    1509.1
s1_2019-08-17T23-24-00_ext.ooo        2458713.4763958999  2458713.4823454893     -27167.74     -13946.97    117.50      4.94   11581.7
s1_2019-08-18T04-26-04_ext.ooo        2458713.6861621002  2458713.6921207467     -26583.06     -13948.24    100.32      4.36   12348.2
s1_2019-08-18T23-25-59_ext.ooo        2458714.4777668999  2458714.4837589115     -26728.55     -13956.91    103.95      4.36   10408.9
s1_2019-08-19T04-25-57_ext.ooo        2458714.6860866998  2458714.6920873933     -26144.59     -13958.02     91.14      4.13   11349.1
s1_2019-08-21T04-24-16_ext.ooo        2458716.6849094001  2458716.6909896913     -25245.55     -13964.26    102.72      4.05   11215.5
s1_2019-08-22T04-21-18_ext.ooo        2458717.6828502999  2458717.6889680843     -24796.70     -13969.84    117.62      4.85   11221.5
s1_2019-08-23T04-18-21_ext.ooo        2458718.6808023001  2458718.6869560638     -24328.74     -13960.15    294.22     16.73     875.1
s1_2019-08-25T04-12-55_ext.ooo        2458720.6770354998  2458720.6832566387     -23411.95     -13972.12    111.93      4.93   10629.4
s1_2019-08-26T22-52-56_ext.ooo        2458722.4548235000  2458722.4610993788     -23081.22     -13966.65    131.23      6.45    6131.4
s1_2019-08-27T04-08-14_ext.ooo        2458722.6737835999  2458722.6800659192     -22473.68     -13978.79    116.41      5.89    8602.3
s1_2019-08-28T23-27-54_ext.ooo        2458724.4791060002  2458724.4854381965     -22028.86     -13936.97    104.25      4.67   12416.0
s1_2019-08-29T03-45-13_ext.ooo        2458724.6577939000  2458724.6641307692     -21558.25     -13987.72    106.54      4.74   12549.2
s1_2019-08-29T23-21-47_ext.ooo        2458725.4748598998  2458725.4812173801     -21581.62     -13966.53    109.52      4.85   14157.9
s1_2019-08-30T03-43-06_ext.ooo        2458725.6563264001  2458725.6626883349     -21036.92     -13951.04    103.03      4.88   11919.8
s1_2019-08-31T03-37-30_ext.ooo        2458726.6524320999  2458726.6588174375     -20593.65     -13988.45    197.85     12.42    1681.4
s1_2019-09-01T03-48-25_ext.ooo        2458727.6600146000  2458727.6664219643     -20048.08     -13957.21    108.24      4.90   12069.4
s1_2019-09-02T03-49-43_ext.ooo        2458728.6609171000  2458728.6673447113     -19540.41     -13947.41    111.82      5.26    7202.9
s1_2019-09-03T04-49-22_ext.ooo        2458729.7023429000  2458729.7087898017     -18959.46     -13963.79    204.34     13.31    2020.4
s1_2019-09-03T22-29-13_ext.ooo        2458730.4383487999  2458730.4448082987     -19181.68     -13948.52    123.38      5.72   13011.0
s1_2019-09-04T03-29-32_ext.ooo        2458730.6469091000  2458730.6533720400     -18596.22     -13961.06    103.82      4.77    9228.5
s1_2019-09-04T22-22-40_ext.ooo        2458731.4337998000  2458731.4402749054     -18718.76     -13973.42    132.90      6.87    6316.8
s1_2019-09-05T03-24-53_ext.ooo        2458731.6436736002  2458731.6501518260     -18139.84     -13995.50    106.81      4.85   12735.6
s1_2019-09-05T06-00-19_ext.ooo        2458731.7516092001  2458731.7580888737     -17886.78     -13974.51    160.94      8.34    5283.6
s1_2019-09-05T21-46-17_ext.ooo        2458732.4085396002  2458732.4150283835     -18268.37     -13967.72    119.20      4.80   10396.9
s1_2019-09-06T03-16-49_ext.ooo        2458732.6380739999  2458732.6445658454     -17630.07     -13971.03     97.09      4.08   13220.0
s1_2019-09-06T05-41-08_ext.ooo        2458732.7382927998  2458732.7447858294     -17409.25     -13974.20    116.15      5.53    7185.4
s1_2019-09-07T03-09-16_ext.ooo        2458733.6328305001  2458733.6393343364     -17120.95     -13948.98     96.70      3.93   16657.0
s1_2019-09-07T05-38-22_ext.ooo        2458733.7363751000  2458733.7428799896     -16910.01     -13970.36    104.69      4.55   11427.4
s1_2019-09-08T03-09-07_ext.ooo        2458734.6327272998  2458734.6392415357     -16667.51     -13997.61    127.91      6.08    5344.1
s1_2019-09-08T05-44-55_ext.ooo        2458734.7409203001  2458734.7474354543     -16419.05     -13985.40    160.68      8.96    3035.0
s1_2019-09-10T21-28-10_ext.ooo        2458737.3959516999  2458737.4024860007     -15836.07     -14013.84    110.08      4.81   11888.5
s1_2019-09-11T00-09-56_ext.ooo        2458737.5082982001  2458737.5148331341     -15513.29     -13983.26    106.59      4.26   15576.2
s1_2019-09-11T21-15-34_ext.ooo        2458738.3872059002  2458738.3937443243     -15316.63     -13979.55     98.93      4.32    8651.2
s1_2019-09-11T23-48-08_ext.ooo        2458738.4931506999  2458738.4996895543     -15051.54     -13981.58     94.59      3.63   18656.7
s1_2019-09-12T04-26-22_ext.ooo        2458738.6863750000  2458738.6929143625     -14506.23     -13980.07     95.41      3.50   12326.8
s1_2019-09-12T21-09-31_ext.ooo        2458739.3830042998  2458739.3895452255     -14819.20     -13976.79    106.41      4.46    9758.2
s1_2019-09-12T23-56-15_ext.ooo        2458739.4987896001  2458739.5053308001     -14514.40     -13966.88     91.37      3.22   12472.4
s1_2019-09-13T02-41-52_ext.ooo        2458739.6138050999  2458739.6203464447     -14196.49     -13994.92    109.32      4.23   12080.6
s1_2019-09-13T05-37-29_ext.ooo        2458739.7357635000  2458739.7423048690     -13920.04     -13981.69    131.11      6.65    5329.0
s1_2019-09-13T20-01-35_ext.ooo        2458740.3358240998  2458740.3423658209     -14395.55     -13979.89    132.91      6.75    6306.3
s1_2019-09-13T22-29-42_ext.ooo        2458740.4386922000  2458740.4452340342     -14193.52     -13982.15    102.57      3.78   15805.3
s1_2019-09-14T01-30-25_ext.ooo        2458740.5641810000  2458740.5707228491     -13824.09     -13982.70     96.51      3.41   14389.2
s1_2019-09-14T03-57-47_ext.ooo        2458740.6665218999  2458740.6730636461     -13534.12     -13972.27    104.66      3.50   15353.7
s1_2019-09-14T21-01-14_ext.ooo        2458741.3772457000  2458741.3837866741     -13822.72     -13975.94    106.04      4.25    9634.1
s1_2019-09-14T23-42-11_ext.ooo        2458741.4890268999  2458741.4955677697     -13565.23     -14001.16    100.90      3.40   15389.7
s1_2019-09-15T03-12-26_ext.ooo        2458741.6350309001  2458741.6415714524     -13104.59     -13971.32    114.49      4.86   11303.3
s1_2019-09-15T20-05-47_ext.ooo        2458742.3387448001  2458742.3452833854     -13370.08     -13962.46    133.93      6.76    6372.3
s1_2019-09-15T21-07-55_ext.ooo        2458742.3818970001  2458742.3884354960     -13292.85     -13959.18    122.29      5.36   11245.1
s1_2019-09-15T22-35-51_ext.ooo        2458742.4429592998  2458742.4494976467     -13161.33     -13972.61    104.90      4.54   15174.1
s1_2019-09-15T23-13-54_ext.ooo        2458742.4693789999  2458742.4759172727     -13095.22     -13980.21    113.37      4.83   11854.7
s1_2019-09-15T23-45-12_ext.ooo        2458742.4911186998  2458742.4976569060     -13034.34     -13983.32    109.14      4.62   12871.8
s1_2019-09-16T00-24-19_ext.ooo        2458742.5182782002  2458742.5248163175     -12951.95     -13983.45    105.74      4.60   13301.9
s1_2019-09-16T22-52-37_ext.ooo        2458743.4546066001  2458743.4611406480     -12598.28     -13947.94    133.24      6.33    5629.0
s1_2019-09-16T23-21-33_ext.ooo        2458743.4746989999  2458743.4812329561     -12540.39     -13947.71    129.77      6.61    5572.5
s1_2019-09-16T23-59-25_ext.ooo        2458743.5009925002  2458743.5075263297     -12483.74     -13969.68    460.12     20.10     386.3
s1_2019-09-17T01-41-37_ext.ooo        2458743.5719671999  2458743.5785006532     -12258.61     -13961.34    304.65     18.19     618.6
s1_2019-09-17T20-14-51_ext.ooo        2458744.3450404000  2458744.3515691394     -12372.75     -13980.61    131.75      6.11    9630.4
s1_2019-09-17T20-57-39_ext.ooo        2458744.3747585998  2458744.3812871776     -13937.77     -15598.74   1718.15      5.93     113.5
s1_2019-09-17T22-52-50_ext.ooo        2458744.4547464000  2458744.4612745112     -12097.90     -13954.77    115.74      4.72   12167.7
s1_2019-09-17T23-08-21_ext.ooo        2458744.4655229002  2458744.4720509443     -12066.33     -13954.01     99.51      4.60   12409.9
s1_2019-09-18T00-03-27_ext.ooo        2458744.5037924000  2458744.5103201964     -11963.41     -13965.34    104.94      4.64    8895.1
s1_2019-09-18T01-18-43_ext.ooo        2458744.5560597000  2458744.5625871341     -11826.24     -13988.46     99.44      4.03   12831.4
s1_2019-09-18T03-18-25_ext.ooo        2458744.6391854002  2458744.6457122029     -11606.62     -14001.21     98.49      4.12   12986.5
s1_2019-09-18T03-40-51_ext.ooo        2458744.6547671999  2458744.6612938773     -11578.67     -14010.13    154.38      9.16    2890.1
s1_2019-09-18T20-22-43_ext.ooo        2458745.3505072999  2458745.3570285793     -11859.18     -13979.73    119.55      5.51   12113.2
s1_2019-09-18T21-53-57_ext.ooo        2458745.4138608002  2458745.4203816191     -11718.65     -13973.10    102.49      4.20   14285.8
s1_2019-09-18T22-20-51_ext.ooo        2458745.4325366002  2458745.4390572775     -11672.48     -13975.12     94.24      4.07   12760.4
s1_2019-09-18T22-58-41_ext.ooo        2458745.4588178000  2458745.4653382730     -11604.96     -13980.50     95.20      3.74   13951.7
s1_2019-09-18T23-30-58_ext.ooo        2458745.4812357002  2458745.4877559934     -11540.94     -13982.22     95.56      4.07   15915.8
s1_2019-09-18T23-49-40_ext.ooo        2458745.4942137999  2458745.5007339865     -11507.36     -13987.76     99.18      4.02   13776.6
s1_2019-09-19T00-11-49_ext.ooo        2458745.5095962998  2458745.5161163583     -11463.60     -13990.98     90.76      3.87   14820.7
s1_2019-09-19T00-36-50_ext.ooo        2458745.5269749998  2458745.5334949107     -11413.24     -13994.09     99.08      4.34   15973.1
s1_2019-09-19T01-03-30_ext.ooo        2458745.5454878001  2458745.5520075499     -11356.26     -13993.94     98.79      4.00   14855.9
s1_2019-09-19T01-20-27_ext.ooo        2458745.5572584001  2458745.5637780461     -11319.49     -13992.93    103.14      4.27   14974.4
s1_2019-09-19T01-34-55_ext.ooo        2458745.5673066000  2458745.5738261556     -11288.18     -13991.78     94.98      4.29   14984.3
s1_2019-09-19T02-26-15_ext.ooo        2458745.6029548999  2458745.6094741286     -11174.08     -13980.40    102.63      4.11   13340.2
s1_2019-09-19T03-18-44_ext.ooo        2458745.6394072999  2458745.6459261817     -11067.79     -13968.91    114.17      5.16   12957.1
s1_2019-09-19T03-40-14_ext.ooo        2458745.6543323998  2458745.6608511368     -11028.02     -13964.02    111.14      5.03   13924.3
s1_2019-09-19T04-14-42_ext.ooo        2458745.6782717002  2458745.6847902010     -10973.76     -13960.07    109.18      5.60   12686.9
s1_2019-09-19T05-06-57_ext.ooo        2458745.7145580999  2458745.7210762356     -10926.29     -13973.94    105.98      5.14    8839.4
s1_2019-09-19T19-55-53_ext.ooo        2458746.3318687002  2458746.3383810408     -11385.44     -13980.31    117.42      5.77    5883.4
s1_2019-09-19T20-13-13_ext.ooo        2458746.3439012002  2458746.3504134365     -11356.21     -13969.73    123.74      6.13    5866.1
s1_2019-09-19T22-49-37_ext.ooo        2458746.4525203998  2458746.4590316494     -11109.02     -13973.81     90.98      3.18   12845.8
s1_2019-09-19T23-46-24_ext.ooo        2458746.4919518000  2458746.4984626658     -10984.13     -13965.39     81.51      2.83   16005.8
s1_2019-09-20T00-23-08_ext.ooo        2458746.5174576002  2458746.5239682095     -10906.42     -13965.82     86.32      3.10   17497.7
s1_2019-09-20T00-59-55_ext.ooo        2458746.5430053002  2458746.5495156455     -10833.54     -13971.41     88.10      3.04   16236.5
s1_2019-09-20T01-30-04_ext.ooo        2458746.5639396999  2458746.5704498244     -10779.47     -13980.61     92.10      3.47   11247.7
s1_2019-09-20T02-11-04_ext.ooo        2458746.5924181002  2458746.5989279170     -10695.65     -13979.63     86.81      3.12   16144.5
s1_2019-09-20T03-06-41_ext.ooo        2458746.6310322001  2458746.6375415875     -10605.07     -13991.81     92.09      3.52   11297.4
s1_2019-09-20T03-24-35_ext.ooo        2458746.6434677001  2458746.6499769469     -10576.55     -13993.31     88.23      3.46   10347.8
s1_2019-09-20T03-45-42_ext.ooo        2458746.6581335999  2458746.6646426790     -10544.22     -13994.11     91.26      3.77   10721.6
s1_2019-09-20T04-16-14_ext.ooo        2458746.6793318000  2458746.6858406337     -10501.95     -13994.99    104.03      4.34    8800.2
s1_2019-09-20T04-33-29_ext.ooo        2458746.6913180002  2458746.6978266938     -10485.06     -13999.81    127.74      5.89    5231.5
s1_2019-09-20T04-49-38_ext.ooo        2458746.7025297000  2458746.7090382623     -10457.25     -13990.46     89.47      3.83   11516.0
s1_2019-09-21T21-03-49_ext.ooo        2458748.3790401998  2458748.3855288173     -10286.69     -13977.15     99.29      4.59   11379.4
s1_2019-09-21T21-42-00_ext.ooo        2458748.4055559998  2458748.4120442886     -10223.63     -13976.18    108.38      5.10    9952.3
s1_2019-09-21T22-04-21_ext.ooo        2458748.4210806000  2458748.4275686936     -10177.22     -13969.60     96.38      4.32   10564.2
s1_2019-09-21T22-37-59_ext.ooo        2458748.4444384002  2458748.4509261963     -10112.24     -13968.55     97.55      4.77   11905.3
